listing_id,price,room_type,neighbourhood,cluster
5990467,100,Private room,Boerum Hill,3
6069703,179,Entire home/apt,Williamsburg,2
6077354,100,Private room,Middle Village,1
6292309,75,Entire home/apt,Kensington,2
6364150,284,Entire home/apt,East Village,2
6387739,39,Private room,Bushwick,2
6447332,115,Private room,East Village,3
6461789,55,Private room,Gravesend,3
6619797,120,Entire home/apt,Harlem,2
6766259,75,Private room,Astoria,0
6794912,50,Private room,Inwood,2
6799957,155,Private room,Hell's Kitchen,3
6936794,900,Entire home/apt,Upper East Side,0
7009152,65,Private room,Crown Heights,3
7086310,80,Private room,Washington Heights,3
7178887,65,Private room,Park Slope,2
7215836,90,Private room,East Village,2
7326871,140,Entire home/apt,Williamsburg,2
7344761,250,Entire home/apt,Civic Center,2
7363109,189,Entire home/apt,Lower East Side,0
7517614,120,Entire home/apt,Washington Heights,2
7602826,700,Entire home/apt,Chelsea,2
7710250,90,Private room,Midtown,2
7742889,48,Private room,Inwood,2
7784365,90,Private room,Long Island City,0
7823546,70,Private room,Williamsburg,0
7837952,221,Entire home/apt,Flatiron District,3
8106774,165,Entire home/apt,Harlem,3
8152675,200,Entire home/apt,East Village,3
8427707,455,Entire home/apt,Midtown,2
8535434,125,Entire home/apt,SoHo,0
8686040,125,Entire home/apt,Washington Heights,2
8806104,150,Entire home/apt,Harlem,2
8810949,1170,Entire home/apt,Midtown,0
8989430,136,Entire home/apt,Chelsea,0
9087285,145,Entire home/apt,Upper East Side,2
9106756,150,Entire home/apt,Greenpoint,2
9314139,425,Entire home/apt,Tribeca,2
9366904,150,Entire home/apt,Little Italy,2
9425357,90,Private room,Williamsburg,2
9765276,39,Private room,Flatbush,0
9863626,50,Private room,Crown Heights,2
9906768,79,Private room,Greenwich Village,2
9952636,76,Private room,Bedford-Stuyvesant,2
9975425,110,Entire home/apt,Harlem,2
9976190,250,Entire home/apt,East Village,2
10031933,146,Entire home/apt,Upper East Side,2
10066875,299,Entire home/apt,NoHo,0
10230403,85,Private room,Rosedale,1
10252499,50,Shared room,Hell's Kitchen,2
10524365,180,Entire home/apt,Hell's Kitchen,3
10684164,75,Entire home/apt,Flatbush,2
10708300,97,Private room,Crown Heights,3
11183878,75,Private room,Crown Heights,2
11191242,125,Entire home/apt,Gramercy,2
11419898,175,Entire home/apt,Financial District,0
11542467,150,Entire home/apt,Washington Heights,3
11650863,140,Entire home/apt,Lower East Side,3
11656750,150,Entire home/apt,Melrose,2
11671588,150,Entire home/apt,Upper West Side,0
11791673,109,Entire home/apt,Prospect-Lefferts Gardens,0
11864530,75,Private room,Harlem,0
12000916,100,Entire home/apt,Park Slope,2
12009651,120,Entire home/apt,Harlem,0
12071038,149,Entire home/apt,East Harlem,0
12093494,333,Entire home/apt,Midtown,3
12114756,140,Entire home/apt,Upper West Side,2
12133746,55,Private room,Longwood,0
12523287,65,Private room,Forest Hills,1
12536976,274,Entire home/apt,West Village,0
12561615,98,Private room,Midtown,3
12606676,120,Private room,Prospect-Lefferts Gardens,2
12622845,60,Private room,Sunnyside,3
12630799,25,Private room,Ridgewood,2
12778383,110,Entire home/apt,Williamsburg,2
12886345,93,Private room,West Village,2
12965288,80,Private room,Long Island City,2
13000527,100,Private room,Two Bridges,2
13009244,199,Entire home/apt,West Village,2
13273903,150,Entire home/apt,Financial District,2
13414523,64,Private room,Upper West Side,2
13417410,45,Entire home/apt,East Flatbush,3
13430012,239,Entire home/apt,Hell's Kitchen,0
13547426,80,Entire home/apt,Fort Hamilton,2
13633299,60,Private room,Flatbush,2
13841625,45,Private room,Bedford-Stuyvesant,2
13902725,195,Private room,Hell's Kitchen,0
13991186,275,Entire home/apt,Midtown,2
14094480,150,Entire home/apt,East Harlem,2
14165982,115,Entire home/apt,Forest Hills,1
14238785,45,Shared room,Bedford-Stuyvesant,0
14264490,120,Entire home/apt,Windsor Terrace,2
14421383,70,Private room,Bushwick,3
14841838,140,Entire home/apt,Jackson Heights,3
14902084,235,Entire home/apt,Financial District,2
15080936,57,Private room,Bedford-Stuyvesant,0
15099149,75,Private room,Sunset Park,0
15297194,70,Private room,St. George,0
15449415,379,Entire home/apt,Hell's Kitchen,0
15470122,115,Entire home/apt,Red Hook,2
15628789,126,Entire home/apt,Bay Ridge,3
15644644,89,Private room,Bedford-Stuyvesant,2
15827516,289,Entire home/apt,Hell's Kitchen,2
15854548,48,Private room,Clinton Hill,0
15868431,140,Entire home/apt,Harlem,2
15966074,19,Shared room,Cypress Hills,1
16082711,34,Private room,Concord,0
16177837,142,Entire home/apt,Kips Bay,0
16208920,131,Entire home/apt,Prospect-Lefferts Gardens,2
16224523,30,Private room,Bedford-Stuyvesant,2
16228505,120,Private room,Chelsea,2
16229585,400,Entire home/apt,West Village,0
16297779,585,Entire home/apt,Chelsea,2
16324411,45,Private room,East Elmhurst,3
16370096,38,Private room,Bedford-Stuyvesant,2
16412250,85,Entire home/apt,Park Slope,2
16555921,40,Private room,Maspeth,2
16603730,225,Entire home/apt,Harlem,2
16634534,50,Private room,East Harlem,3
16885058,68,Entire home/apt,Bushwick,2
17095971,95,Entire home/apt,Forest Hills,3
17178617,50,Private room,Bushwick,2
17239321,140,Entire home/apt,East Village,2
17510139,195,Entire home/apt,Midtown,0
17532802,100,Entire home/apt,Sunset Park,2
17591278,250,Entire home/apt,Chelsea,2
17665855,199,Entire home/apt,Inwood,2
18006977,250,Entire home/apt,Nolita,2
18051607,150,Entire home/apt,Sunset Park,0
18103710,179,Entire home/apt,Upper East Side,0
18120592,47,Private room,Flushing,1
18255225,85,Entire home/apt,Midwood,2
18269285,99,Shared room,Midtown,2
18290402,210,Entire home/apt,Chelsea,2
18560625,30,Private room,Prospect-Lefferts Gardens,2
18585546,350,Shared room,East Harlem,2
18638573,63,Private room,Astoria,0
18874394,119,Entire home/apt,Gowanus,0
18929564,125,Entire home/apt,Crown Heights,2
19012156,75,Private room,Williamsburg,2
19174707,200,Private room,East Flatbush,2
19224202,190,Entire home/apt,Upper West Side,2
19344750,60,Private room,South Slope,2
19348168,75,Private room,Bedford-Stuyvesant,2
19414732,70,Private room,Williamsburg,2
19448363,99,Private room,Hell's Kitchen,0
19476630,25,Private room,East New York,1
19637278,116,Entire home/apt,Upper West Side,2
19732045,77,Entire home/apt,Bushwick,2
19745952,70,Private room,Washington Heights,2
19769912,167,Entire home/apt,Canarsie,3
19848373,200,Entire home/apt,Astoria,0
20017161,69,Entire home/apt,Prospect-Lefferts Gardens,2
20208787,45,Private room,Bushwick,2
20215712,300,Entire home/apt,West Village,2
20243875,250,Private room,Bushwick,0
20420311,50,Private room,Bushwick,2
20436075,45,Private room,Douglaston,1
20667572,69,Private room,Bushwick,3
20705094,158,Entire home/apt,West Village,2
20738991,49,Private room,Bedford-Stuyvesant,2
20753634,175,Entire home/apt,Midtown,0
20761768,211,Entire home/apt,Upper East Side,0
20835690,114,Private room,West Village,2
21063162,180,Entire home/apt,Hell's Kitchen,2
21259931,195,Entire home/apt,Williamsburg,2
21393826,128,Private room,Williamsburg,2
21397049,50,Private room,Harlem,2
21564252,159,Entire home/apt,Bushwick,0
21645894,50,Private room,Harlem,2
21740858,20,Shared room,Bushwick,2
21765794,95,Private room,East Village,2
21777252,159,Entire home/apt,East Village,2
21844377,200,Private room,Chelsea,0
21892596,125,Entire home/apt,Upper East Side,2
21921608,375,Entire home/apt,Upper West Side,0
21967615,649,Entire home/apt,Hell's Kitchen,2
21978281,40,Private room,Brownsville,2
22010459,73,Entire home/apt,Harlem,2
22017432,150,Entire home/apt,Clinton Hill,2
22032210,110,Private room,Crown Heights,2
22042837,39,Private room,Mount Hope,2
22153425,125,Entire home/apt,Flatbush,2
22186114,75,Private room,Bushwick,2
22194224,175,Private room,Williamsburg,2
22194993,125,Entire home/apt,Fort Greene,2
22206207,25,Private room,Glendale,3
22262982,65,Private room,Hell's Kitchen,2
22266609,50,Private room,Port Morris,2
22276602,150,Private room,Williamsburg,0
22279040,200,Private room,Morningside Heights,2
22434861,65,Entire home/apt,Bushwick,2
22436770,1500,Entire home/apt,Hell's Kitchen,0
22446998,48,Private room,Flatbush,2
22471099,39,Private room,Crown Heights,2
22612874,85,Private room,Bushwick,2
22675757,55,Private room,Canarsie,1
22770831,50,Private room,Richmond Hill,1
22779746,3518,Entire home/apt,East Village,0
22789426,50,Private room,Midtown,2
23106361,65,Private room,Harlem,2
23258724,89,Entire home/apt,Sunset Park,3
23339298,105,Entire home/apt,Bushwick,2
23467126,200,Entire home/apt,Prospect Heights,2
23715974,190,Entire home/apt,Harlem,2
23761707,47,Private room,Concourse Village,2
23855079,171,Entire home/apt,Theater District,2
23979192,77,Entire home/apt,Crown Heights,2
24347151,85,Private room,Bedford-Stuyvesant,2
24366897,120,Entire home/apt,Inwood,2
24395331,95,Private room,Crown Heights,2
24451302,155,Entire home/apt,Crown Heights,2
24538110,300,Entire home/apt,Greenwich Village,2
24779271,200,Private room,East Village,0
24857741,180,Entire home/apt,Midtown,2
25082325,100,Private room,Lower East Side,2
25086038,180,Entire home/apt,Upper East Side,0
25127644,159,Entire home/apt,Lower East Side,2
25155248,79,Entire home/apt,East New York,1
25180572,180,Entire home/apt,Upper West Side,2
25317547,50,Private room,Harlem,2
25683401,138,Entire home/apt,Upper East Side,2
25835087,60,Entire home/apt,Ozone Park,1
25917853,110,Entire home/apt,Prospect-Lefferts Gardens,2
26041591,50,Private room,Harlem,2
26063230,165,Entire home/apt,Flatbush,0
26109380,100,Entire home/apt,Harlem,2
26322941,195,Entire home/apt,Cobble Hill,2
26358694,84,Entire home/apt,Crown Heights,2
26450817,187,Entire home/apt,Financial District,0
26602263,69,Private room,Harlem,2
26772477,109,Private room,Nolita,2
26803556,142,Entire home/apt,Crown Heights,0
26814302,120,Entire home/apt,Hell's Kitchen,0
26926704,45,Private room,East Flatbush,2
27054761,158,Entire home/apt,Bedford-Stuyvesant,2
27259887,250,Entire home/apt,Bedford-Stuyvesant,0
27285234,45,Private room,Ridgewood,0
27385494,495,Entire home/apt,Midtown,0
27457583,160,Entire home/apt,Williamsburg,2
27606109,42,Private room,Bedford-Stuyvesant,2
27657926,175,Entire home/apt,Harlem,2
27705293,85,Entire home/apt,Harlem,2
27853696,66,Private room,Williamsburg,2
27910119,180,Entire home/apt,West Village,0
27967972,70,Private room,Bushwick,3
28043390,99,Private room,Upper East Side,0
28308278,590,Entire home/apt,Civic Center,2
28386112,160,Entire home/apt,Glendale,0
28408961,109,Private room,Upper West Side,2
28428636,38,Private room,Elmhurst,1
28513148,125,Entire home/apt,Gowanus,2
28701957,97,Private room,Hell's Kitchen,2
28890259,75,Entire home/apt,Harlem,2
28893365,85,Private room,East Village,2
28909477,150,Shared room,Clifton,0
28919420,40,Private room,Prospect-Lefferts Gardens,0
28920156,249,Entire home/apt,Midtown,0
28967484,39,Private room,Bushwick,2
29256982,200,Entire home/apt,South Slope,2
29612355,140,Entire home/apt,Bushwick,2
29630309,65,Private room,Middle Village,1
29804907,175,Entire home/apt,Sunset Park,2
29831510,95,Private room,Harlem,2
29855428,70,Entire home/apt,East Elmhurst,1
29881620,375,Private room,Midtown,2
29943909,145,Private room,Hell's Kitchen,2
29982941,80,Private room,Flatiron District,2
30130331,178,Entire home/apt,Douglaston,1
30133020,162,Entire home/apt,Midtown,2
30193183,675,Entire home/apt,Midtown,0
30225291,135,Entire home/apt,Midtown,0
30377654,100,Entire home/apt,Greenpoint,2
30441377,28,Private room,Woodside,2
30510275,119,Entire home/apt,Fort Greene,2
30518222,51,Private room,Elmhurst,1
30541504,50,Private room,Bedford-Stuyvesant,2
30592546,40,Entire home/apt,Tremont,1
30740488,49,Private room,Bedford-Stuyvesant,0
30824786,75,Private room,Chelsea,2
30943186,40,Shared room,Borough Park,2
31012734,306,Entire home/apt,Chelsea,0
31022861,150,Private room,Chinatown,2
31085213,209,Private room,Hell's Kitchen,2
31207065,33,Private room,Sunnyside,2
31445273,55,Private room,Long Island City,2
31474126,47,Private room,Bushwick,2
31796691,123,Entire home/apt,Bensonhurst,2
31823858,126,Entire home/apt,Prospect-Lefferts Gardens,2
31893504,120,Entire home/apt,Bedford-Stuyvesant,0
32426480,70,Private room,Crown Heights,2
32444517,70,Private room,Prospect-Lefferts Gardens,2
32545866,100,Private room,St. George,0
32595900,90,Private room,East Village,2
32617393,100,Entire home/apt,Bushwick,0
32780360,400,Entire home/apt,Hell's Kitchen,2
33022743,80,Private room,Bushwick,2
33029434,3613,Entire home/apt,Upper West Side,0
33119736,180,Private room,West Village,2
33342901,72,Private room,Fort Greene,2
33359386,35,Shared room,Bushwick,2
33591701,140,Entire home/apt,Upper East Side,2
33779447,125,Entire home/apt,Astoria,0
33835470,55,Private room,Bedford-Stuyvesant,2
33859371,300,Entire home/apt,Williamsburg,2
33900546,199,Entire home/apt,Long Island City,0
33910837,75,Private room,Washington Heights,2
33993547,99,Private room,East Village,2
34099071,265,Entire home/apt,Chelsea,0
34310607,60,Private room,Rosedale,1
34356642,100,Private room,Harlem,0
34387993,299,Entire home/apt,Upper East Side,2
34501274,154,Entire home/apt,Bushwick,2
34509379,500,Entire home/apt,Brooklyn Heights,2
34517667,300,Private room,Midtown,0
34578823,249,Entire home/apt,Bushwick,2
34673706,43,Private room,Williamsburg,0
34861069,75,Private room,Harlem,2
35005829,202,Entire home/apt,Murray Hill,0
35037976,125,Private room,Midtown,2
35059067,90,Private room,East Elmhurst,1
35080969,294,Entire home/apt,Kips Bay,2
35096173,151,Entire home/apt,East Harlem,2
35109246,1750,Private room,Cobble Hill,0
35269107,28,Private room,Bedford-Stuyvesant,2
35286246,250,Entire home/apt,Upper East Side,0
35313296,300,Entire home/apt,Hell's Kitchen,0
35369883,50,Private room,Ditmars Steinway,2
35460496,74,Private room,Little Italy,2
35463373,200,Entire home/apt,Williamsburg,2
35575853,100,Private room,East Harlem,2
35606565,220,Entire home/apt,Williamsburg,0
35707945,160,Entire home/apt,East Harlem,2
35768150,299,Entire home/apt,Chinatown,0
35935675,100,Private room,Upper East Side,2
35985735,45,Private room,Bushwick,2
36004612,150,Entire home/apt,East Flatbush,0
36064676,172,Entire home/apt,Bushwick,2
36082032,148,Entire home/apt,Bushwick,0
36104262,300,Entire home/apt,Greenwich Village,0
36170749,55,Private room,East Elmhurst,1
36172164,199,Entire home/apt,East Harlem,0
36423090,65,Private room,Williamsburg,2
36458668,68,Private room,Flushing,1
564447,190,Entire home/apt,Hell's Kitchen,3
732624,65,Private room,Harlem,3
735677,249,Entire home/apt,East Village,3
770893,100,Entire home/apt,Upper West Side,0
812671,190,Entire home/apt,Park Slope,2
815045,340,Entire home/apt,West Village,0
820710,89,Private room,Clinton Hill,3
825550,135,Entire home/apt,Gowanus,2
894093,47,Private room,Astoria,2
1045897,195,Entire home/apt,Williamsburg,3
1171674,225,Entire home/apt,Greenwich Village,3
1352657,280,Entire home/apt,Upper East Side,0
1483688,150,Entire home/apt,Fort Greene,2
1506985,220,Entire home/apt,East Harlem,0
1512006,299,Entire home/apt,Lower East Side,3
1631845,150,Entire home/apt,Lower East Side,2
1732498,199,Entire home/apt,Greenpoint,2
1750248,90,Private room,Harlem,0
1936772,85,Entire home/apt,Middle Village,1
1961937,120,Entire home/apt,Harlem,2
2112344,75,Private room,Bushwick,2
2135754,210,Entire home/apt,Greenwich Village,2
2149184,900,Entire home/apt,SoHo,2
2206311,140,Entire home/apt,Midtown,2
2433591,55,Private room,Crown Heights,2
2523629,165,Entire home/apt,South Slope,2
2694916,225,Entire home/apt,Hell's Kitchen,0
2854050,100,Private room,Bushwick,2
2925397,63,Private room,South Slope,0
2969489,74,Private room,Williamsburg,3
3041973,150,Entire home/apt,Murray Hill,0
3139489,33,Private room,Bushwick,3
3166540,270,Entire home/apt,Park Slope,2
3352030,120,Entire home/apt,Boerum Hill,2
3432660,175,Entire home/apt,Bedford-Stuyvesant,0
3469115,149,Entire home/apt,Park Slope,2
3593491,45,Private room,Harlem,0
3653996,110,Entire home/apt,Hell's Kitchen,0
3720404,160,Entire home/apt,Williamsburg,2
3766496,110,Private room,Hell's Kitchen,2
3836199,120,Entire home/apt,East Elmhurst,3
3850967,100,Entire home/apt,Crown Heights,2
3882682,80,Private room,Harlem,0
3885177,95,Private room,Flushing,1
3908094,68,Private room,Williamsburg,2
3971526,65,Private room,Flatbush,2
4129212,50,Private room,Kensington,2
4227161,1050,Entire home/apt,Bedford-Stuyvesant,3
4308633,94,Private room,Williamsburg,0
4331684,375,Entire home/apt,Hell's Kitchen,2
4446862,50,Private room,Crown Heights,2
4493658,100,Entire home/apt,Williamsburg,2
4592475,95,Private room,Greenpoint,2
4667707,145,Entire home/apt,Concourse Village,2
4736480,375,Entire home/apt,Upper East Side,2
4766198,80,Private room,Astoria,2
4799839,175,Private room,Hell's Kitchen,3
4817139,159,Entire home/apt,Hell's Kitchen,2
4925368,60,Private room,Bedford-Stuyvesant,0
5066963,50,Private room,Bushwick,2
5192165,63,Private room,Harlem,3
5236146,249,Entire home/apt,East Harlem,3
5251340,60,Private room,Columbia St,3
5309460,150,Private room,Washington Heights,0
5320983,189,Entire home/apt,DUMBO,3
5433367,58,Private room,Greenpoint,2
5519207,80,Private room,East Harlem,3
5579629,53,Private room,Greenpoint,2
6029332,110,Private room,Williamsburg,2
6300424,80,Private room,Greenpoint,2
6334292,150,Entire home/apt,Boerum Hill,2
6336738,125,Entire home/apt,Bedford-Stuyvesant,3
6374545,200,Entire home/apt,Upper West Side,2
7113393,85,Private room,Williamsburg,0
7197915,180,Entire home/apt,Lower East Side,2
7272680,63,Private room,Bedford-Stuyvesant,0
7277143,100,Private room,Upper East Side,2
7361457,63,Private room,Bedford-Stuyvesant,2
7369852,85,Private room,Sheepshead Bay,2
7385651,100,Entire home/apt,Long Island City,2
